CourseID,ScheduleID,DisplayDate,Timezone,Format,Price,OldPrice,TrainerName,TrainerBio,TrainerImg,TrainerLinkedIn
icp-lpm,LPM-MAR09-AN,"March 9, 10, 11","9 AM - 1:30 PM EST | 2 PM - 6:30 PM UK","Live Online",1099,2999,"Ashish / Nivarti","Expert Agile Transformation Leads","assets/trainers/ashish-nivarti.png","https://linkedin.com/in/prashantshinde"
icp-lpm,LPM-FEB07-NA,"Feb 7, 8, 14","8 am - 12:30 pm India | 10:30 am - 3 pm Singapore | 1 pm - 5:30 pm Sydney","Live Online",1099,2999,"Nivarti / Ashish","Expert Agile Transformation Leads","assets/trainers/nivarti-ashish.png","https://linkedin.com/in/prashantshinde"
icp-lpm,LPM-FEB21-NI,"Feb 21, 22, 28","8 am - 12:30 pm London | 1:30 pm - 6 pm India | 4 pm - 8:30 pm Singapore","Live Online",1099,2999,"Nivarti / Ian","Expert Agile Transformation Leads","assets/trainers/nivarti-ian.png","https://linkedin.com/in/prashantshinde"
icp-lpm,LPM-MAR07-NA,"Mar 7, 8, 14","8 am - 12:30 pm India | 10:30 am - 3 pm Singapore | 1 pm - 5:30 pm Sydney","Live Online",1099,2999,"Nivarti / Ashish","Expert Agile Transformation Leads","assets/trainers/nivarti-ashish.png","https://linkedin.com/in/prashantshinde"
icp-lpm,LPM-MAR21-NI,"Mar 21, 22, 28","8 am - 12:30 pm London | 1:30 pm - 6 pm India | 4 pm - 8:30 pm Singapore","Live Online",1099,2999,"Nivarti / Ian","Expert Agile Transformation Leads","assets/trainers/nivarti-ian.png","https://linkedin.com/in/prashantshinde"
icp-lpm,LPM-APR04-NA,"Apr 4, 5, 11","8 am - 12:30 pm India | 10:30 am - 3 pm Singapore | 2 pm - 6:30 pm Sydney","Live Online",1099,2999,"Nivarti / Ashish","Expert Agile Transformation Leads","assets/trainers/nivarti-ashish.png","https://linkedin.com/in/prashantshinde"
icp-lpm,LPM-APR08-AN,"April 8, 9, 10","8 AM - 12:30 PM EST | 1 PM - 5:30 PM UK","Live Online",1099,2999,"Ashish / Nivarti","Expert Agile Transformation Leads","assets/trainers/ashish-nivarti.png","https://linkedin.com/in/prashantshinde"
icp-lpm,LPM-APR18-NI,"Apr 18, 19, 25","8 am - 12:30 pm London | 12:30 pm - 5 pm India | 3 pm - 7:30 pm Singapore","Live Online",1099,2999,"Nivarti / Ian","Expert Agile Transformation Leads","assets/trainers/nivarti-ian.png","https://linkedin.com/in/prashantshinde"
icp-lpm,LPM-JUN10-AN,"June 10, 11, 12","8 AM - 12:30 PM EST | 1 PM - 5:30 PM UK","Live Online",1099,2999,"Ashish / Nivarti","Expert Agile Transformation Leads","assets/trainers/ashish-nivarti.png","https://linkedin.com/in/prashantshinde"
